dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,9.810871,11.250000,9.810876,1.160100,-4.000000,0.000000,0.000000
0.010000,9.822072,11.250000,9.822077,1.120100,-4.000000,-0.000000,0.000000
0.010000,9.832873,11.250000,9.832878,1.080100,-4.000000,0.000000,0.000000
0.010000,9.843274,11.250000,9.843279,1.040100,-4.000000,0.000000,0.000000
0.010000,9.853275,11.250000,9.853280,1.000100,-4.000000,-0.000000,0.000000
0.010000,9.862876,11.250000,9.862881,0.960100,-4.000000,0.000000,0.000000
0.010000,9.872077,11.250000,9.872082,0.920100,-4.000000,0.000000,0.000000
0.010000,9.880878,11.250000,9.880883,0.880100,-4.000000,-0.000000,0.000000
0.010000,9.889279,11.250000,9.889284,0.840100,-4.000000,0.000000,0.000000
0.010000,9.897280,11.250000,9.897285,0.800100,-4.000000,0.000000,0.000000
0.010000,9.904886,11.250000,9.904891,0.760599,-3.950125,4.987500,0.000000
0.010000,9.912107,11.250000,9.912112,0.722096,-3.850250,9.987500,0.000000
0.010000,9.918953,11.250000,9.918958,0.684594,-3.750250,10.000000,0.000000
0.010000,9.925434,11.250000,9.925439,0.648091,-3.650250,10.000000,0.000000
0.010000,9.931560,11.250000,9.931565,0.612589,-3.550250,10.000000,0.000000
0.010000,9.937341,11.250000,9.937346,0.578086,-3.450250,10.000000,0.000000
0.010000,9.942786,11.250000,9.942791,0.544584,-3.350250,10.000000,0.000000
0.010000,9.947907,11.250000,9.947912,0.512081,-3.250250,10.000000,0.000000
0.010000,9.952713,11.250000,9.952718,0.480579,-3.150250,10.000000,0.000000
0.010000,9.957214,11.250000,9.957219,0.450076,-3.050250,10.000000,0.000000
0.010000,9.961419,11.250000,9.961424,0.420574,-2.950250,10.000000,0.000000
0.010000,9.965340,11.250000,9.965345,0.392071,-2.850250,10.000000,0.000000
0.010000,9.968986,11.250000,9.968991,0.364569,-2.750250,10.000000,0.000000
0.010000,9.972367,11.250000,9.972372,0.338066,-2.650250,10.000000,0.000000
0.010000,9.975492,11.250000,9.975497,0.312564,-2.550250,10.000000,0.000000
0.010000,9.978373,11.250000,9.978378,0.288061,-2.450250,10.000000,0.000000
0.010000,9.981018,11.250000,9.981023,0.264559,-2.350250,10.000000,0.000000
0.010000,9.983439,11.250000,9.983444,0.242056,-2.250250,10.000000,0.000000
0.010000,9.985644,11.250000,9.985649,0.220554,-2.150250,10.000000,0.000000
0.010000,9.987645,11.250000,9.987650,0.200051,-2.050250,10.000000,0.000000
0.010000,9.989450,11.250000,9.989455,0.180549,-1.950250,10.000000,0.000000
0.010000,9.991071,11.250000,9.991076,0.162046,-1.850250,10.000000,0.000000
0.010000,9.992516,11.250000,9.992521,0.144544,-1.750250,10.000000,0.000000
0.010000,9.993797,11.250000,9.993802,0.128041,-1.650250,10.000000,0.000000
0.010000,9.994922,11.250000,9.994927,0.112539,-1.550250,10.000000,0.000000
0.010000,9.995903,11.250000,9.995908,0.098036,-1.450250,10.000000,0.000000
0.010000,9.996748,11.250000,9.996753,0.084534,-1.350250,10.000000,0.000000
0.010000,9.997468,11.250000,9.997473,0.072031,-1.250250,10.000000,0.000000
0.010000,9.998073,11.250000,9.998078,0.060529,-1.150250,10.000000,0.000000
0.010000,9.998574,11.250000,9.998579,0.050026,-1.050250,10.000000,0.000000
0.010000,9.998979,11.250000,9.998984,0.040524,-0.950250,10.000000,0.000000
0.010000,9.999299,11.250000,9.999304,0.032021,-0.850250,10.000000,0.000000
0.010000,9.999544,11.250000,9.999549,0.024519,-0.750250,10.000000,0.000000
0.010000,9.999725,11.250000,9.999730,0.018016,-0.650250,10.000000,0.000000
0.010000,9.999850,11.250000,9.999855,0.012514,-0.550250,10.000000,0.000000
0.010000,9.999930,11.250000,9.999935,0.008011,-0.450250,10.000000,0.000000
0.010000,9.999975,11.250000,9.999980,0.004509,-0.350250,10.000000,0.000000
0.010000,9.999995,11.250000,10.000000,0.002006,-0.250250,10.000000,0.000000
0.010000,10.000000,11.250000,10.000005,0.000504,-0.150250,10.000000,0.000000
0.010000,10.000000,11.250000,10.000005,0.000001,-0.050250,10.000000,0.000000
0.010000,10.000000,11.250000,10.000005,0.000000,-0.000125,5.012500,0.000000
